SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION, ,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,j,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,235-06 133rd Ave Unit 1A,Laurelton,NY,11413,160000,1,1,Queens,,,1960,125,,,Active,,,http://www.redfin.com/NY/Laurelton/223-1-133rd-Ave-11413/unit-1A/home/168916775,MLSLI,3161925,N,Y,40.6794152,-73.7455982
MLS Listing,,Condo/Co-op,22 Edgewater Park Unit B,Bronx,NY,10465,134000,2,1,Bronx,827,,,126,162,,Active,,,http://www.redfin.com/NY/The-Bronx/22-Edgewater-Park-10465/unit-B/home/168899778,HGMLS,5039321,N,Y,40.8225254,-73.8110146
MLS Listing,,Condo/Co-op,3410 De Reimer Ave Unit 3H,Bronx,NY,10475,160000,1,1,Bronx,739,,1965,126,217,,Active,,,http://www.redfin.com/NY/The-Bronx/3410-De-Reimer-Ave-10475/unit-3H/home/168892796,HGMLS,5050382,N,Y,40.8800687,-73.8364386
MLS Listing,,Condo/Co-op,160 Edgewater Park Unit C,Bronx,NY,10465,134000,2,1,Bronx,665,,,126,202,,Active,,,http://www.redfin.com/NY/Bronx/160-Edgewater-Park-10465/unit-C/home/147192502,HGMLS,5039314,N,Y,40.8224144,-73.8109851
MLS Listing,,Condo/Co-op,147D Edgewater Unit D,Bronx,NY,10465,100000,2,1,Bronx,640,,,126,156,,Active,,,http://www.redfin.com/NY/The-Bronx/147D-Edgewater-10465/unit-D/home/168879194,HGMLS,5039305,N,Y,40.8262186,-73.8242621
MLS Listing,,Condo/Co-op,501 Riverdale Ave Unit 4B,Yonkers,NY,10705,110000,1,1,Yonkers,850,,1953,126,129,,Active,,,http://www.redfin.com/NY/Yonkers/501-Riverdale-Ave-10705/unit-4B/home/54975953,HGMLS,5049644,N,Y,40.9151414,-73.9024085
MLS Listing,,Condo/Co-op,1C Edgewater Park Unit C,Bronx,NY,10465,144000,2,1,Bronx,730,,,132,197,,Active,,,http://www.redfin.com/NY/The-Bronx/1-Edgewater-Park-10465/unit-C/home/169246885,HGMLS,5039302,N,Y,40.822397,-73.810959
MLS Listing,,Condo/Co-op,Unit at 2165 Brigham St,Brooklyn,NY,11229,148000,1,1,Sheepshead Bay,,,,132,,,Active,,,http://www.redfin.com/NY/Brooklyn/2165-Brigham-St-11229/home/40653096,REBNY,AVEN1845753,N,Y,40.6001372,-73.934834
MLS Listing,,Condo/Co-op,5 Fordham Hill Oval Unit 7D,Bronx,NY,10468,155000,1,1,Bronx,735,,1950,133,211,,Active,,,http://www.redfin.com/NY/The-Bronx/5-Fordham-Hill-Oval-10468/unit-7D/home/44764656,HGMLS,4939628,N,Y,40.8653295,-73.90739
MLS Listing,,Condo/Co-op,45 Edgewater Park Unit C,Bronx,NY,10465,95000,2,1,Bronx,773,,,135,123,,Active,,,http://www.redfin.com/NY/The-Bronx/45-Edgewater-Park-10465/unit-C/home/169246887,HGMLS,5039312,N,Y,40.8225165,-73.8111197
MLS Listing,,Condo/Co-op,22A Edgewater Park Unit A,Bronx,NY,10465,120000,2,1,Bronx,652,,,135,184,,Active,,,http://www.redfin.com/NY/The-Bronx/22-Edgewater-Park-10465/unit-A/home/169246886,HGMLS,4848213,N,Y,40.8225254,-73.8110146
MLS Listing,,Condo/Co-op,814 Tilden St Unit 6B,Bronx,NY,10467,129000,2,1,Bronx,1000,,1962,141,129,,Active,,,http://www.redfin.com/NY/The-Bronx/814-Tilden-St-10467/unit-6B/home/168688671,HGMLS,5031369,N,Y,40.8767393,-73.8614649
MLS Listing,,Condo/Co-op,530 159th St #43,Bronx,NY,10451,115000,2,1,Bronx,850,,1950,141,135,,Active,,,http://www.redfin.com/NY/The-Bronx/530-E-159th-St-10451/unit-43/home/44772435,HGMLS,5031264,N,Y,40.8211108,-73.9102734
MLS Listing,,Condo/Co-op,2212 Plumb 1 St Unit 2A,Brooklyn,NY,11229,159000,1,1,Brooklyn,700,,1957,145,227,,Active,,,http://www.redfin.com/NY/Brooklyn/2212-Plumb-1st-St-11229/unit-2A/home/55349771,BNYMLS,432568,N,Y,40.5993474,-73.9330461
MLS Listing,,Condo/Co-op,1275 E 51 St Unit 2V,Brooklyn,NY,11234,154900,1,1,Brooklyn,900,,1965,146,172,,Active,,,http://www.redfin.com/NY/Brooklyn/1275-E-51st-St-11234/unit-2V/home/40467852,BNYMLS,432538,N,Y,40.6299186,-73.9265961
MLS Listing,,Vacant Land,0 Benziger Ave,Staten Island,NY,10301,65000,0,,New Brighton,,2500,,148,,,Active,,,http://www.redfin.com/NY/Staten-Island/Benziger-Ave-10301/home/56104319,SIBORMLS,1131426,N,Y,40.639197,-74.085656
MLS Listing,,Condo/Co-op,38 Laurel Pl Unit 4 I,Yonkers,NY,10704,140000,1,1,Yonkers,725,,1950,149,193,,Active,,,http://www.redfin.com/NY/Yonkers/38-Laurel-Pl-10704/unit-4I/home/40260043,HGMLS,5010771,N,Y,40.907756,-73.8574397
MLS Listing,,Condo/Co-op,5635 Netherland Ave Unit 6D,Bronx,NY,10471,125000,1,1,Riverdale,740,,1950,152,169,,Active,,,http://www.redfin.com/NY/The-Bronx/5635-Netherland-Ave-10471/unit-6D/home/168627885,HGMLS,5018468,N,Y,40.9047914,-73.9064174
MLS Listing,,Condo/Co-op,5650 Netherland Ave Unit 6C,Bronx,NY,10471,165000,1,1,Riverdale,648,,1950,152,255,,Active,,,http://www.redfin.com/NY/Bronx/5650-Netherland-Ave-10471/unit-6C/home/49703930,HGMLS,5018389,N,Y,40.9050366,-73.9063028
MLS Listing,,Condo/Co-op,87-56 Francis Lewis Unit A32,Hollis,NY,11423,175000,1,1,Hilltop Village,,,1954,155,,,Active,,,http://www.redfin.com/NY/Hollis/87-56-Francis-Lewis-Blvd-11423/unit-A32/home/168569210,MLSLI,3153889,N,Y,40.7223079,-73.7609288
MLS Listing,,Condo/Co-op,Unit at 502 Waverly Ave,Brooklyn,NY,11238,150000,0,,Clinton Hill,,,,161,,,Active,,,http://www.redfin.com/NY/Brooklyn/500-Waverly-Ave-11238/home/114686016,REBNY,DEGI3893989,N,Y,40.6830991,-73.9660566
MLS Listing,,Condo/Co-op,3636 Fieldston Rd Unit 2L,Bronx,NY,10463,146000,1,1,Riverdale,600,,1960,169,243,,Active,,,http://www.redfin.com/NY/The-Bronx/3636-Fieldston-Rd-10463/unit-2L/home/167882743,HGMLS,5001384,N,Y,40.8868274,-73.9062668
MLS Listing,,Condo/Co-op,715 Fox St Unit 6H,Bronx,NY,10455,119900,1,1,Bronx,550,,2008,181,218,,Active,,,http://www.redfin.com/NY/The-Bronx/715-Fox-St-10455/unit-6H/home/44807281,HGMLS,4984903,N,Y,40.814608,-73.8995607
MLS Listing,,Condo/Co-op,3656 Johnson Ave Unit 2H,Bronx,NY,10463,175000,1,1,Riverdale,750,,1931,188,233,,Active,,,http://www.redfin.com/NY/The-Bronx/3656-Johnson-Ave-10463/unit-2H/home/44601612,HGMLS,4976595,N,Y,40.8882218,-73.9090226
MLS Listing,,Vacant Land,2258 Bruckner Blvd,Bronx,NY,10473,120000,,,Bronx,,2575,,189,,,Active,,,http://www.redfin.com/NY/The-Bronx/2258-Bruckner-Blvd-10473/home/44721565,MLSLI,3144053,N,Y,40.826954,-73.847592
MLS Listing,,Condo/Co-op,38 Laurel Pl Unit 2J,Yonkers,NY,10704,149900,1,1,Yonkers,725,,1950,191,207,,Active,,,http://www.redfin.com/NY/Yonkers/38-Laurel-Pl-10704/unit-2J/home/167165689,HGMLS,4968714,N,Y,40.907756,-73.8574397
MLS Listing,,Condo/Co-op,144-75 Melbourne Ave Unit 3B,Flushing,NY,11367,149000,1,1,Mainstay # 2,750,,1955,195,199,,Active,,,http://www.redfin.com/NY/Flushing/144-75-Melbourne-Ave-11367/unit-3B/home/20632654,MLSLI,3142650,N,Y,40.734744,-73.822384
MLS Listing,,Condo/Co-op,"Unit at 3103 Fairfield Av,",Bronx,NY,10463,169000,1,1,Spuyten Duyvil,,,,197,,,Active,,,http://www.redfin.com/NY/The-Bronx/3103-Fairfield-Ave-10463/home/44766376,REBNY,BACH19596496,N,Y,40.8836826,-73.9144424
MLS Listing,,Condo/Co-op,219 Bronx River Rd Unit 1G,Yonkers,NY,10704,95000,1,1,Yonkers,900,,1939,200,106,,Active,,,http://www.redfin.com/NY/Yonkers/219-Bronx-River-Rd-10704/unit-1G/home/167125160,HGMLS,4964828,N,Y,40.9081679,-73.8564181
MLS Listing,,Condo/Co-op,1795 E 54 St Unit 18B,Brooklyn,NY,11234,169000,1,1,Brooklyn,690,,,208,245,,Active,,,http://www.redfin.com/NY/Brooklyn/1795-E-54th-St-11234/unit-18B/home/148437301,BNYMLS,430858,N,Y,40.6136442,-73.9222441
MLS Listing,,Condo/Co-op,1165 Fulton Ave Unit 1A,Bronx,NY,10456,139000,4,1,Bronx,1250,,1927,210,111,,Active,,,http://www.redfin.com/NY/The-Bronx/1165-Fulton-Ave-10456/unit-1A/home/167083338,HGMLS,4954664,N,Y,40.8295018,-73.9056237
MLS Listing,,Condo/Co-op,87-56 Francis Lewis Blvd Unit A-31,Queens Village,NY,11427,175000,1,1,Belmont Building,740,,1950,228,,,Active,,,http://www.redfin.com/NY/Queens-Village/8756-Francis-Lewis-BLVD-11427/unit-A-31/home/166854386,MLSLI,3132208,N,Y,40.7302787,-73.7442568
MLS Listing,,Condo/Co-op,Unit at 5620 Netherland Ave,Bronx,NY,10471,161000,1,1,Riverdale,,,,229,,,Active,,,http://www.redfin.com/NY/The-Bronx/5620-Netherland-Ave-10471/home/166831054,REBNY,FSRN91913,N,Y,40.9045808,-73.9059556
MLS Listing,,Condo/Co-op,Unit at 200 W 56th St,New York,NY,10019,19000,1,2,Middle West Side,,,,230,,,Active,,,http://www.redfin.com/NY/New-York/200-W-56th-St-10019/home/166824608,REBNY,SEEK1826480,N,Y,40.7648734,-73.9811854
MLS Listing,,Condo/Co-op,Unit at 200 W 56th St,New York,NY,10019,23000,1,2,Middle West Side,,,,230,,,Active,,,http://www.redfin.com/NY/New-York/200-W-56th-St-10019/home/166824604,REBNY,SEEK1826434,N,Y,40.7648734,-73.9811854
MLS Listing,,Condo/Co-op,730 E 232 St Unit 1D,Bronx,NY,10466,165000,2,1,Bronx,900,,1955,231,183,,Active,,,http://www.redfin.com/NY/The-Bronx/730-E-232nd-St-10466/unit-1D/home/166809236,HGMLS,4939980,N,Y,40.8921644,-73.8562959
MLS Listing,,Condo/Co-op,814 Tilden St Unit A1,Bronx,NY,10467,65000,1,1,Bronx,650,,1962,235,100,,Active,,,http://www.redfin.com/NY/The-Bronx/814-Tilden-St-10467/unit-A1/home/44753624,HGMLS,4936954,N,Y,40.8767393,-73.8614649
MLS Listing,,Condo/Co-op,82-16 34 Ave Unit 3E,Jackson Heights,NY,11372,159999,1,1,Jackson 34 Corp,,,1928,247,,,Active,,,http://www.redfin.com/NY/Unknown/82-16-34th-Ave-11372/unit-3E/home/113719205,MLSLI,3125900,N,Y,40.753543,-73.884327
MLS Listing,,Condo/Co-op,14-30 Seagirt Blvd Unit 3E,Far Rockaway,NY,11691,145000,2,1.5,Ocean Park,,,1959,250,,,Active,,,http://www.redfin.com/NY/Far-Rockaway/14-30-Seagirt-Blvd-11691/unit-3E/home/20648157,MLSLI,3125112,N,Y,40.5957597,-73.7494613
MLS Listing,,Condo/Co-op,555 Kappock St Unit 18K,Bronx,NY,10463,165000,1,1,Riverdale,750,,1966,251,220,,Active,,,http://www.redfin.com/NY/Bronx/555-Kappock-St-10463/unit-18K/home/147600717,HGMLS,4927877,N,Y,40.8780303,-73.9169226
MLS Listing,,Condo/Co-op,5601 Riverdale Ave Unit 4G,Bronx,NY,10471,165000,1,1,Bronx,750,,1956,254,220,,Active,,,http://www.redfin.com/NY/The-Bronx/5601-Riverdale-Ave-10471/unit-4G/home/44806473,HGMLS,4926245,N,Y,40.9048823,-73.9051113
MLS Listing,,Condo/Co-op,1000 Clove Rd Unit 4m,Staten Island,NY,10301,169000,1,1,Clove Lake,850,850,1968,257,199,945,Active,,,http://www.redfin.com/NY/Unknown/1000-Clove-Rd-10301/unit-4m/home/109029426,SIBORMLS,1128353,N,Y,40.6202645,-74.1099106
MLS Listing,,Condo/Co-op,Unit at 3 Fordham Hill Oval,Bronx,NY,10468,150000,1,1,Fordham,,,,260,,,Active,,,http://www.redfin.com/NY/The-Bronx/3-Fordham-Hill-Oval-10468/home/44754805,REBNY,UCOM1819646,N,Y,40.8646489,-73.9082109
MLS Listing,,Condo/Co-op,3065 Sedgwick Ave Unit 1H,Bronx,NY,10468,150000,1,1,Riverdale,700,,1960,261,214,,Active,,,http://www.redfin.com/NY/The-Bronx/3065-Sedgwick-Ave-10468/unit-1H/home/44800518,HGMLS,4923161,N,Y,40.8766081,-73.8998497
MLS Listing,,Condo/Co-op,87-10 204th St Unit A-41,Hollis,NY,11423,175000,1,1,Hampshire Building,,,1950,271,,,Active,,,http://www.redfin.com/NY/Jamaica/87-10-204th-St-11423/unit-A-41/home/161585836,MLSLI,3118642,N,Y,40.7231484,-73.7633223
MLS Listing,,Condo/Co-op,37 Vera St Unit A,Staten Island,NY,10305,118000,0,1,Dongan Hills-Above Hylan,450,450,1969,274,262,303,Active,,,http://www.redfin.com/NY/Staten-Island/37-Vera-St-10305/unit-A/home/77410063,SIBORMLS,1127791,N,Y,40.5847969,-74.0971273
MLS Listing,,Condo/Co-op,234-16 133 Ave Unit 1a,Rosedale,NY,11422,159000,1,1,coop,,,1950,282,,,Active,,,http://www.redfin.com/NY/Rosedale/234-16-133rd-Ave-11422/unit-1a/home/160933279,MLSLI,3114530,N,Y,40.6753696,-73.7349424
MLS Listing,,Condo/Co-op,Unit at 2 E 55th St,New York,NY,10022,175000,1,2,Middle East Side,,,,308,,,Active,,,http://www.redfin.com/NY/New-York/2-E-55th-St-10022/home/160603855,REBNY,UCOM1808686,N,Y,40.7613979,-73.9746128
MLS Listing,,Condo/Co-op,Unit at 5601 Riverdale Ave,Bronx,NY,10471,175000,1,1,Riverdale,,,,313,,,Active,,,http://www.redfin.com/NY/Bronx/5601-Riverdale-Ave-10471/home/147159900,REBNY,SOTH770029,N,Y,40.9048823,-73.9051113
MLS Listing,,Condo/Co-op,640 W 239 St Unit 5A,Bronx,NY,10463,170000,1,1,Riverdale,805,,1953,313,211,,Active,,,http://www.redfin.com/NY/Bronx/640-W-239th-St-10463/unit-5A/home/160572719,HGMLS,4911164,N,Y,40.8895418,-73.9126149
MLS Listing,,Condo/Co-op,Unit at 2 E 55th St,New York,NY,10022,99000,0,1,Middle East Side,,,,336,,,Active,,,http://www.redfin.com/NY/New-York/2-E-55th-St-10022/home/115328435,REBNY,UCOM516363,N,Y,40.7613979,-73.9746128
MLS Listing,,Condo/Co-op,233-16 131st Ave,Laurelton,NY,11413,149000,1,1,Laurelton Gardens Owners,,,1950,338,,,Active,,,http://www.redfin.com/NY/Laurelton/23316-131st-Ave-11413/home/160387036,MLSLI,3098368,N,Y,40.6783894,-73.7347477
MLS Listing,,Condo/Co-op,Unit at 100 W 57th St,New York,NY,10019,100000,0,1,Middle West Side,,,,362,,,Active,,,http://www.redfin.com/NY/New-York/100-W-57th-St-10019/home/148704898,REBNY,UCOM1795970,N,Y,40.7641922,-73.9776198
MLS Listing,,Condo/Co-op,36 Hamilton Ave Unit 3b,Staten Island,NY,10301,154000,0,1,St. George,400,400,1964,405,385,399,Active,,,http://www.redfin.com/NY/Unknown/36-Hamilton-Ave-10301/unit-3b/home/145741537,SIBORMLS,1124516,N,Y,40.6448994,-74.0787997
MLS Listing,,Condo/Co-op,Unit at 5639 Netherland Ave,Bronx,NY,10471,173500,1,1,Riverdale,,,,443,,,Active,,,http://www.redfin.com/NY/Bronx/5639-Netherland-Ave-10471/home/115229936,REBNY,FSRN79709,N,Y,40.9054601,-73.9061288
MLS Listing,,Condo/Co-op,7 Fordham Hill Oval Unit 1G,Bronx,NY,10468,151000,1,1,Bronx,600,,1950,443,252,,Active,,,http://www.redfin.com/NY/The-Bronx/7-Fordham-Hill-Oval-10468/unit-1G/home/44765813,HGMLS,4849199,N,Y,40.8647901,-73.9071597
MLS Listing,,Condo/Co-op,85 Bronx River Rd Unit 3T,Yonkers,NY,10704,145000,1,1,Yonkers,850,,1939,461,171,,Active,,,http://www.redfin.com/NY/Yonkers/85-Bronx-River-Rd-10704/unit-3T/home/53608694,HGMLS,4846394,N,Y,40.9044699,-73.8592733
MLS Listing,,Condo/Co-op,Unit at 200 W 56th St,New York,NY,10019,35175,1,2,Middle West Side,,,,474,,,Active,,,http://www.redfin.com/NY/New-York/200-W-56th-St-10019/home/115825776,REBNY,UCOM1516996,N,Y,40.7648734,-73.9811854
MLS Listing,,Condo/Co-op,1000 Clove Rd Unit 7f,Staten Island,NY,10301,125000,0,1,Clove Lake,525,525,1966,475,238,613,Active,,,http://www.redfin.com/NY/Staten-Island/1000-Clove-Rd-10301/unit-7F/home/77422192,SIBORMLS,1122833,N,Y,40.6202645,-74.1099106
MLS Listing,,Condo/Co-op,Unit at 1200 E 53rd St,Brooklyn,NY,11234,115000,0,1,Flatlands,,,,517,,,Active,,,http://www.redfin.com/NY/Brooklyn/1200-E-53rd-St-11234/home/53425520,REBNY,DEGI3406953,N,Y,40.6299309,-73.925309
MLS Listing,,Condo/Co-op,3231 Barker Ave Unit 3B,Bronx,NY,10467,130000,2,1,Bronx,1050,,1953,525,124,,Active,January-11-2020 12:00 PM,January-11-2020 01:00 PM,http://www.redfin.com/NY/Bronx/3231-Barker-Ave-10467/unit-3B/home/44601029,HGMLS,4835138,N,Y,40.872348,-73.8696101
MLS Listing,,Condo/Co-op,Unit at 2 E 55th St,New York,NY,10022,135000,0,1,Middle East Side,,,,558,,,Active,,,http://www.redfin.com/NY/New-York/2-E-55th-St-10022/home/115307419,REBNY,UCOM516326,N,Y,40.7613979,-73.9746128
MLS Listing,,Condo/Co-op,138-11 Beach Channel Dr Unit C6,Belle Harbor,NY,11694,150000,1,1,Bch Channel Housing Corp,,,1950,594,,,Active,,,http://www.redfin.com/NY/Rockaway-Park/13811-Beach-Channel-Dr-11694/unit-C6/home/20624778,MLSLI,3033378,N,Y,40.5783799,-73.85825
MLS Listing,,Condo/Co-op,1000 Clove Rd Unit 10m,Staten Island,NY,10301,150000,1,1,Clove Lake,,,1966,607,,944,Active,,,http://www.redfin.com/NY/Staten-Island/1000-Clove-Rd-10301/unit-10M/home/77417668,SIBORMLS,1119264,N,Y,40.6202645,-74.1099106
MLS Listing,,Condo/Co-op,Unit at 555 Kappock St,Bronx,NY,10463,170000,1,1,Spuyten Duyvil,,,,797,,,Active,,,http://www.redfin.com/NY/The-Bronx/555-Kappock-St-10463/home/44602229,REBNY,HALS3682356,N,Y,40.8780303,-73.9169226
MLS Listing,,Condo/Co-op,Unit at 200 W 56th St,New York,NY,10019,12500,1,1,Middle West Side,,,,835,,,Active,,,http://www.redfin.com/NY/New-York/200-W-56th-St-10019/home/143897602,REBNY,CORC5244006,N,Y,40.7648089,-73.9812315
MLS Listing,,Condo/Co-op,Unit at 82 -16 34th Ave,Queens,NY,11372,159999,1,1,Jackson Heights,,,,929,,,Active,,,http://www.redfin.com/NY/Unknown/82-6-34th-Ave-11372/home/130571230,REBNY,AKAM1650700,N,Y,40.7537246,-73.8847318
MLS Listing,,Condo/Co-op,Unit at 1001 Grand Concourse,Bronx,NY,10025,99000,0,1,Concourse,,,,945,,,Active,,,http://www.redfin.com/NY/Bronx/1001-Grand-Concourse-10025/home/167321351,REBNY,HALS11150158,N,Y,40.7999209,-73.9683102
